time,element,bbox_px,color_hex,text,click,navigation
"74.10s","WhiteCard","(10,560,340,76)","#FFFDFF","","No",""
"74.10s","WhiteCard","(10,644,340,32)","#EBE8EB","","No",""
"74.10s","WhiteCard","(10,684,340,93)","#FFFDFF","","No",""
"74.20s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.20s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.20s","WhiteCard","(10,208,340,88)","#FFFDFF","","No",""
"74.20s","WhiteCard","(10,312,340,76)","#FFFDFF","","No",""
"74.20s","WhiteCard","(10,440,340,72)","#FFFDFF","","No",""
"74.20s","WhiteCard","(10,520,340,24)","#FFFDFF","","No",""
"74.20s","WhiteCard","(10,560,340,76)","#FFFDFF","","No",""
"74.20s","WhiteCard","(10,644,340,32)","#EBE8EB","","No",""
"74.20s","WhiteCard","(10,684,340,93)","#FFFDFF","","No",""
"74.30s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.30s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.30s","WhiteCard","(10,208,340,88)","#FFFDFF","","No",""
"74.30s","WhiteCard","(10,312,340,76)","#FFFDFF","","No",""
"74.30s","WhiteCard","(10,440,340,72)","#FFFDFF","","No",""
"74.30s","WhiteCard","(10,520,340,24)","#FFFDFF","","No",""
"74.30s","WhiteCard","(10,560,340,76)","#FFFDFF","","No",""
"74.30s","WhiteCard","(10,644,340,32)","#EBE8EB","","No",""
"74.30s","WhiteCard","(10,684,340,93)","#FFFDFF","","No",""
"74.40s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.40s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.40s","WhiteCard","(10,208,340,84)","#FFFDFF","","No",""
"74.40s","WhiteCard","(10,316,340,72)","#FFFDFF","","No",""
"74.40s","WhiteCard","(10,396,340,24)","#FFFDFF","","No",""
"74.40s","WhiteCard","(10,440,340,72)","#FFFDFF","","No",""
"74.40s","WhiteCard","(10,520,340,24)","#FFFDFF","","No",""
"74.40s","WhiteCard","(10,548,340,28)","#E5E2E5","","No",""
"74.40s","WhiteCard","(10,580,340,56)","#FAF7FA","","No",""
"74.40s","WhiteCard","(10,684,340,93)","#FFFDFF","","No",""
"74.50s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.50s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.50s","WhiteCard","(10,244,340,72)","#FFFDFF","","No",""
"74.50s","WhiteCard","(10,324,340,24)","#FFFDFF","","No",""
"74.50s","WhiteCard","(10,368,340,72)","#FFFDFF","","No",""
"74.50s","WhiteCard","(10,448,340,32)","#E3E0E3","","No",""
"74.50s","WhiteCard","(10,508,340,32)","#FFFDFF","","No",""
"74.50s","WhiteCard","(10,544,340,44)","#C0BDC0","","No",""
"74.50s","WhiteCard","(10,612,340,100)","#F0EDF0","","No",""
"74.50s","WhiteCard","(10,736,340,32)","#FFFDFF","","No",""
"74.60s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.60s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.60s","WhiteCard","(10,208,340,60)","#FFFDFF","","No",""
"74.60s","WhiteCard","(10,276,340,24)","#FFFDFF","","No",""
"74.60s","WhiteCard","(10,312,340,104)","#FFFDFF","","No",""
"74.60s","WhiteCard","(10,440,340,100)","#FFFCFF","","No",""
"74.60s","WhiteCard","(10,564,340,104)","#FFFDFF","","No",""
"74.60s","WhiteCard","(10,672,340,105)","#FFFDFF","","No",""
"74.70s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.70s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.70s","WhiteCard","(10,208,340,32)","#FFFDFF","","No",""
"74.70s","WhiteCard","(10,244,340,36)","#FFFDFF","","No",""
"74.70s","WhiteCard","(10,284,340,80)","#FFFDFF","","No",""
"74.70s","WhiteCard","(10,412,340,72)","#FFFDFF","","No",""
"74.70s","WhiteCard","(10,488,340,40)","#FEFBFE","","No",""
"74.70s","WhiteCard","(10,532,340,108)","#E9E6E9","","No",""
"74.70s","WhiteCard","(10,676,340,101)","#FFFCFF","","No",""
"74.80s","Header","(0,0,360,151)","#FFE0E8","","No",""
"74.80s","WhiteCard","(10,152,340,52)","#F3F0F3","","No",""
"74.80s","WhiteCard","(10,208,340,40)","#FFFDFF","","No",""
"74.80s","WhiteCard","(10,252,340,80)","#FFFDFF","","No",""
"74.80s","WhiteCard","(10,380,340,72)","#FFFDFF","","No",""
